ID,Tweet,Author,Class,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,PropositionsLength,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease formula,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
1567476296,The Gal?pagos Islands' unique species provide insights into evolution and adaptation. #Galapagos #Evolution,Gemma-7B,4,107,5,85,5,0,12,13,7.27,2,6.5,3,9,0,1,14.3,15.98,16.43,19.5,21.97,14.43,0,11.5
1567476296,Human impact on landscapes like the Amazon rainforest raises urgent questions about sustainability. #Sustainability #Conservation,Gemma-7B,4,129,4,108,3,0,14,15,8.91,2,7.5,1,11,0,1,17.4,-2.98,14.91,22.2,25.45,14,0,11.5
1567476296,The San Andreas Fault's movement demonstrates the dynamic forces shaping the California landscape. #SanAndreasFault #California,Gemma-7B,4,127,9,100,4,0,14,15,8.25,2,7.5,2,9,0,0.92,13.9,22.41,15.96,21.5,24.29,14,0,11.5
1567476296,The Carlin Goldfield's rich gold deposits reveal the hidden wealth of the Earth. #CarlinGoldfield #Nevada,Gemma-7B,4,105,7,80,4,0,14,15,6.82,2,7.5,2,10,0,1,9.1,56.25,10.7,14.7,15.77,8.67,0,7.5
1567476296,The Great Barrier Reef's coral reefs are home to an astonishing array of marine life and ecosystems. #CoralReef #MarineEcology,Gemma-7B,4,126,8,96,4,0,18,19,6.77,2,9.5,2,14,0,1,11.9,43.73,12.89,14.8,14.45,13.92,0,12.5
1567476296,The Mediterranean's diverse cultures and landscapes blend together to create a unique blend of heritage and beauty. #Mediterranean #Culture,Gemma-7B,4,139,4,113,4,0,18,19,7.83,2,9.5,2,16,0,0.83,10.7,52.19,12.89,18.1,18.45,7.6,0,10.5
1567476296,"The Andes Mountains are a natural playground for hikers, climbers, and nature enthusiasts. #Andes #Adventure",Gemma-7B,4,108,5,84,5,0,14,15,7.6,2,7.5,3,10,0,0.9,12.7,30.87,11.75,15.6,16.52,11.33,0,10.5
1567476296,The Amazon rainforest's vast array of plant and animal life is a testament to the incredible biodiversity on our planet. #Biodiversity #Amazon,Gemma-7B,4,142,4,113,4,0,21,22,7.31,2,11,2,19,0,0.92,15.4,23.77,10.47,15.5,13.58,14.25,0,16
1567476296,The Great Barrier Reef's coral structures provide a vital habitat for countless marine species. #Coral #Habitat,Gemma-7B,4,111,6,86,4,0,15,16,6.46,2,8,2,11,0,1,9.5,55.24,14.3,14.8,15.77,8.9,0,8
1567476296,The Sahara Desert's unique ecosystem supports a diverse range of plant and animal life adapted to the harsh conditions. #Desert #Ecosystem,Gemma-7B,4,138,5,109,4,0,20,21,6.6,2,10.5,2,17,0,0.93,10.3,58.62,12.2,15.5,14.21,10.3,0,12.5
1567476296,Yosemite National Park's granite cliffs and waterfalls showcase the power of erosion over millions of years. #Erosion #Yosemite,Gemma-7B,4,127,5,101,4,0,17,18,7,2,9,2,14,0,0.92,10.3,53.21,13.3,16.3,16.59,11.64,0,11
1567476296,The Maldives' pristine beaches and turquoise waters offer a tropical escape like no other. #Maldives #Paradise,Gemma-7B,4,110,4,87,4,0,15,16,7.3,2,8,2,12,0,0.9,10.7,46.78,12.33,14.5,15.43,8.9,0,8
1567476296,The Amazon deforestation threatens the livelihoods of indigenous communities and the survival of countless species. #Indigenous #Conservation,Gemma-7B,4,141,4,118,3,0,16,17,9.64,2,8.5,1,13,0,1,15.8,11.92,13.77,21.7,24.07,16.21,0,13.5
1567476296,Typhoon Haiyan's aftermath reveals the importance of disaster preparedness and resilience. #Disaster #Relief,Gemma-7B,4,108,4,88,4,0,12,13,8.3,2,6.5,2,10,0,1,14.3,15.98,15.21,19.8,22.9,17.51,0,11.5
1567476296,The Blue Grotto's bioluminescent waters illuminate the mysterious beauty of the underground ocean. #BlueGrotto #Mystery,Gemma-7B,4,119,6,95,4,0,14,15,8.09,2,7.5,2,11,0,1,17.4,-2.98,12.8,19,21.16,19.33,0,12.5
1567476296,"Climbing Everest requires meticulous planning, physical training, and mental fortitude. #Everest #Expedition",Gemma-7B,4,108,4,88,5,0,11,12,8.09,2,6,3,8,0,0.91,16.2,0.08,17.39,22.6,26.32,18.13,0,9
1567476296,The Gal?pagos Islands' unique wildlife provides evidence of evolutionary change and adaptation. #Galapagos #EvolutionaryHistory,Gemma-7B,4,127,6,103,5,0,13,14,8.45,2,7,3,10,0,1,18.2,-10.42,16.74,23.9,27.31,19.89,0,13
1567476296,"Human activities impact landscapes worldwide, raising concerns about environmental sustainability. #Sustainability #Conservation",Gemma-7B,4,128,3,110,4,0,11,12,9.82,2,6,2,9,0,1,24.5,-59.15,17.39,30.5,36.47,18.13,0,11
1567476296,"The San Andreas Fault's movement can trigger earthquakes, reminding us of the dynamic forces beneath the surface. #SanAndreasFault #Earthquakes",Gemma-7B,4,143,8,112,5,0,18,19,7.92,2,9.5,3,14,0,1,11.9,43.73,12.89,19.1,19.38,13.92,0,12.5
1567476296,The Carlin Goldfield's gold rush highlights the allure of hidden wealth and the impact of resource extraction. #CarlinGoldfield #GoldRush,Gemma-7B,4,137,7,108,4,0,18,19,7.54,2,9.5,2,15,0,1,11.9,43.73,12.06,17.6,17.81,11.81,0,11.5
1567476296,The Great Barrier Reef's coral reefs are facing threats from climate change and pollution. #CoralReef #Conservation,Gemma-7B,4,115,7,89,4,0,15,16,6.83,2,8,2,11,0,1,9.5,55.24,13.31,16,17.22,13.9,0,11
1567476296,The Mediterranean's diverse cultures and cuisines create a rich tapestry of flavors and traditions. #Mediterranean #Cultures,Gemma-7B,4,124,4,101,4,0,15,16,8.36,2,8,2,13,0,0.91,10.7,46.78,13.31,18.6,20.47,11.4,0,9
1567476296,The Andes Mountains offer breathtaking landscapes and a wealth of natural resources. #Andes #NaturalResources,Gemma-7B,4,109,6,87,3,0,13,14,8.4,2,7,1,9,0,0.9,13.5,23.43,12.23,17.9,20.64,14.17,0,9
1567476296,The Amazon rainforest's immense biodiversity is a treasure trove of scientific discoveries and ecological insights. #Amazon #Biodiversity,Gemma-7B,4,137,4,113,4,0,16,17,8.75,2,8.5,2,14,0,0.92,19.4,-13.47,12.84,20.6,22.33,16.21,0,13.5
53308462,"Cognitive biases can lead to systematic errors in judgment, highlighting the importance of understanding mental shortcuts.",Gemma-7B,4,122,1,104,2,0,15,16,8.45,1,16,2,15,0,1,15.4,12.94,14.3,18.1,20.47,21.4,0,14
53308462,"Social norms play a crucial role in shaping individual behavior, influencing conformity and cooperation.",Gemma-7B,4,104,1,88,2,0,13,14,7.55,1,14,2,13,0,1,17,-1.96,15.61,16.2,19.02,19.89,0,12
53308462,"Political polarization can amplify group biases, leading to increased polarization and division.",Gemma-7B,4,96,1,82,2,0,11,12,8.33,1,12,2,11,0,0.89,17.4,-8.39,13.44,17.9,21.97,21.47,0,12
53308462,"Identity politics emphasizes the importance of group membership, shaping individual values and behaviors.",Gemma-7B,4,105,1,90,2,0,12,13,8.3,1,13,2,12,0,1,17.8,-9.41,15.21,18.7,22.43,26.74,0,13.5
53308462,"Economic inequality can perpetuate social inequality, creating barriers to opportunities and mobility.",Gemma-7B,4,102,1,88,2,0,11,12,9,1,12,2,11,0,0.89,23.3,-50.69,14.76,20.3,24.87,28.13,0,14
53308462,"Social capital, formed through trust and reciprocity, is essential for community cohesion and collective action.",Gemma-7B,4,112,1,94,3,0,14,15,7.7,1,15,3,14,0,1,15,13.95,12.8,16.8,18.84,19.33,0,13.5
53308462,Social learning theory emphasizes the influence of observation and imitation on behavior change.,Gemma-7B,4,96,1,82,1,0,12,13,8.11,1,13,1,12,0,1,15.4,7.52,14,15.5,18.84,23.66,0,12.5
53308462,"Social psychology explores how individuals are influenced by the presence of others, including conformity and group dynamics.",Gemma-7B,4,125,1,106,2,0,16,17,8.5,1,17,2,16,0,1,15.8,11.92,13.77,17.3,18.91,20.92,0,14.5
53308462,"Cultural values shape social norms and expectations, influencing behavior and decision-making.",Gemma-7B,4,94,1,80,3,0,10,11,8.44,1,11,3,10,0,1,18.2,-15.84,15.67,20.1,24.22,22.58,0,10.5
53308462,Social change can be driven by collective action and social movements advocating for change.,Gemma-7B,4,92,1,77,1,0,13,14,7.22,1,14,1,13,0,0.89,9.9,48.81,9.97,12.1,14.43,11.31,0,8
53308462,"Social networks provide a platform for information dissemination, influencing opinions and behaviors.",Gemma-7B,4,101,1,87,2,0,11,12,9,1,12,2,11,0,1,17.4,-8.39,14.76,19.9,24.35,18.13,0,9
53308462,Social entrepreneurship tackles social problems through innovative solutions and community engagement.,Gemma-7B,4,102,1,90,1,0,10,11,9,1,11,1,10,0,1,18.2,-15.84,15.67,23.4,29.5,22.58,0,10.5
53308462,"Positive social psychology focuses on strengths and resilience, promoting well-being and social good.",Gemma-7B,4,101,1,85,3,0,12,13,8.33,1,13,3,12,0,0.89,14.3,15.98,12.78,17.3,20.23,17.51,0,11.5
53308462,Social inequality can have negative consequences for physical and mental health.,Gemma-7B,4,80,1,68,1,0,10,11,8,1,11,1,10,0,1,12.3,26.47,12.79,14,17.9,18.95,0,8.5
53308462,"Social comparison theory suggests individuals evaluate themselves in relation to others, influencing self-esteem and behavior.",Gemma-7B,4,126,1,108,3,0,14,15,8.7,1,15,3,14,0,1,20.9,-28.36,17.01,21.3,24.29,24.67,0,15.5
53308462,"Social identity theory emphasizes the importance of belonging to multiple groups, influencing identity formation.",Gemma-7B,4,113,1,97,2,0,13,14,8.27,1,14,2,13,0,0.91,18.2,-10.42,15.61,19.2,22.73,28.46,0,16
53308462,"Social norms can change over time, reflecting societal values and practices.",Gemma-7B,4,76,1,63,2,0,10,11,6.75,1,11,2,10,0,1,7.6,60.31,12.79,12.3,15.29,11.67,0,6.5
53308462,Social psychology research contributes to understanding group dynamics and leadership.,Gemma-7B,4,86,1,75,1,0,9,10,8.88,1,10,1,9,0,1,16.6,-6.36,15.19,19.8,25.32,24,0,9
53308462,"Social influence can be exerted through persuasion, conformity, and social pressure.",Gemma-7B,4,84,1,70,3,0,10,11,8,1,11,3,10,0,1,12.3,26.47,12.79,15.8,18.95,18.95,0,8.5
53308462,Social learning can facilitate the acquisition of new skills and knowledge through observation and imitation.,Gemma-7B,4,109,1,93,1,0,14,15,8.75,1,15,1,14,0,1,13.9,22.41,12.8,15.9,18.49,16.67,0,11.5
53308462,"Cultural differences influence social norms and behaviors, leading to diverse social practices.",Gemma-7B,4,95,1,81,2,0,11,12,7.7,1,12,2,11,0,0.9,13.9,17,16.07,17.5,21.45,18.13,0,9
53308462,Social capital can be invested in building relationships and strengthening communities.,Gemma-7B,4,87,1,75,1,0,10,11,9.43,1,11,1,10,0,1,15.8,1.09,11.36,17,21.61,18.95,0,10.5
53308462,Social entrepreneurs work to address social challenges through innovative solutions.,Gemma-7B,4,84,1,73,1,0,9,10,8.12,1,10,1,9,0,1,11.9,27.49,12.03,18.9,24.16,12,0,6
53308462,Social movements can drive transformative change by mobilizing individuals around shared values.,Gemma-7B,4,96,1,83,1,0,11,12,8.11,1,12,1,11,0,1,13.9,17,13.44,17.9,22.43,14.8,0,8
53308462,Social psychology insights can inform public policy and interventions to address social issues.,Gemma-7B,4,95,1,81,1,0,12,13,7.4,1,13,1,12,0,1,15.4,7.52,12.78,15.1,18.43,14.43,0,8.5
53308462,Social learning can be used to promote positive behaviors and social change.,Gemma-7B,4,76,1,63,1,0,11,12,7.14,1,12,1,11,0,1,9.2,50.84,10.81,10.1,12.75,11.47,0,7
53308462,"Social networks can foster communication and collaboration, leading to innovation and creativity.",Gemma-7B,4,97,1,83,2,0,11,12,9.12,1,12,2,11,0,1,18.6,-16.85,14.76,18.3,22.43,18.13,0,9
53308462,"Social entrepreneurs are agents of change, addressing social challenges through their initiatives.",Gemma-7B,4,98,1,84,2,0,11,12,8.5,1,12,2,11,0,1,9.2,50.84,12.13,18.7,22.9,11.47,0,7
53308462,Positive social psychology emphasizes the power of individual strengths to promote well-being.,Gemma-7B,4,94,1,80,2,0,11,12,8.33,1,12,2,11,0,1,16.2,0.08,13.44,17.2,20.98,18.13,0,11
53308462,Social inequality can perpetuate discrimination and social injustice.,Gemma-7B,4,69,1,60,1,0,7,8,9.17,1,8,1,7,0,1,20.6,-38.17,13.9,19.1,24.61,23.2,0,7
53308462,Social norms can be used to promote ethical behavior and social responsibility.,Gemma-7B,4,79,1,66,1,0,11,12,7.57,1,12,1,11,0,1,12.7,25.46,12.13,11.3,14.2,14.8,0,8
53308462,Social capital can be strengthened through community involvement and volunteering.,Gemma-7B,4,82,1,71,1,0,9,10,9.5,1,10,1,9,0,1,14.3,10.56,12.03,18,23,16,0,8
53308462,Social learning can be facilitated through storytelling and role-modeling.,Gemma-7B,4,74,1,63,2,0,8,9,10,1,9,2,8,0,1,13.9,11.58,14.61,17.6,22.18,16.93,0,6.5
53308462,Social psychology research can contribute to understanding group dynamics and leadership qualities.,Gemma-7B,4,99,1,86,1,0,11,12,8.78,1,12,1,11,0,1,16.2,0.08,14.76,19.1,23.88,24.8,0,12
53308462,Social influence can be used to promote social change and collective action.,Gemma-7B,4,76,1,63,1,0,11,12,7.14,1,12,1,11,0,1,9.2,50.84,10.81,10.1,12.75,11.47,0,7
53308462,Social identity theory can help explain group behavior and decision-making.,Gemma-7B,4,75,1,63,2,0,9,10,7.86,1,10,2,9,0,1,14.3,10.56,12.03,14.7,18.36,20,0,8
53308462,"Cultural values can influence social norms and expectations, shaping behavior.",Gemma-7B,4,78,1,66,2,0,9,10,7.62,1,10,2,9,0,1,14.3,10.56,16.76,16.1,20.1,20,0,8
53308462,Social networks can facilitate the spread of misinformation and fake news.,Gemma-7B,4,74,1,62,1,0,10,11,7.43,1,11,1,10,0,1,9.9,43.39,9.92,11.5,14.77,11.67,0,6.5
53308462,Social entrepreneurship offers innovative solutions to address social challenges.,Gemma-7B,4,81,1,71,1,0,8,9,8.75,1,9,1,8,0,1,15.1,3.12,14.61,21.3,27.34,16.93,0,6.5
53308462,"Positive social psychology promotes resilience and well-being, fostering social connection and purpose.",Gemma-7B,4,103,1,88,3,0,11,12,8.4,1,12,3,11,0,0.9,16.2,0.08,14.76,20.7,24.87,18.13,0,11
53308462,Social inequality can have negative consequences for mental health and well-being.,Gemma-7B,4,82,1,69,2,0,10,11,8.29,1,11,2,10,0,1,12.3,26.47,11.36,14.9,18.42,15.31,0,8.5
53308462,Social norms can be used to promote inclusivity and diversity.,Gemma-7B,4,62,1,51,1,0,9,10,7.6,1,10,1,9,0,1,10.7,35.95,12.03,8.5,11.4,12,0,6
53308462,Social capital can be used to build stronger communities and foster collaboration.,Gemma-7B,4,82,1,69,1,0,11,12,8,1,12,1,11,0,1,11.5,33.92,10.81,12.5,15.65,11.47,0,8
53308462,Social learning can be used to promote empathy and social understanding.,Gemma-7B,4,72,1,60,1,0,10,11,7.83,1,11,1,10,0,1,9.9,43.39,11.36,10.6,13.73,11.67,0,6.5
53308462,Social psychology research can inform public policy and interventions to address social issues.,Gemma-7B,4,95,1,81,1,0,12,13,7.4,1,13,1,12,0,1,15.4,7.52,12.78,15.1,18.43,14.43,0,8.5
53308462,Social networks can be used to connect with like-minded individuals and build communities.,Gemma-7B,4,90,1,75,2,0,12,13,8.43,1,13,2,12,0,1,11.9,32.9,10.35,13.3,15.76,11.35,0,8.5
53308462,Social entrepreneurs are driven by a desire to make a positive impact on the world.,Gemma-7B,4,83,1,67,1,0,14,15,6.75,1,15,1,14,0,1,8,64.71,8.59,7.7,8.4,8.67,0,7.5
53308462,Positive social psychology emphasizes the importance of gratitude and kindness.,Gemma-7B,4,79,1,68,1,0,9,10,8.71,1,10,1,9,0,1,15.5,2.11,13.61,16.5,21.26,24,0,9
53308462,"Social change can be driven by collective action and social movements, leading to a better future.",Gemma-7B,4,98,1,80,2,0,15,16,6.89,1,16,2,15,0,1,9.5,55.24,10.35,11,11.77,8.9,0,8
536834634,"VR rewrites the rules of reality, immersing you in a world beyond imagination.",Gemma-7B,4,78,2,62,2,0,12,13,6.71,1,13,2,12,1,1,9.5,49.82,12.78,9,10.37,14.43,0,8.5
536834634,"Explore fantastical landscapes, interact with digital avatars, and unravel mysteries in the depths of virtual space.",Gemma-7B,4,116,1,97,3,0,15,16,7.64,1,16,3,15,0,1,13.1,29.86,14.3,16.3,17.98,21.4,0,14
536834634,Virtual reality is a portal to a universe where boundaries blur and adventures abound.,Gemma-7B,4,86,1,71,1,0,13,14,7.25,1,14,1,13,0,1,9.9,48.81,13.35,10.1,11.94,14.17,0,9
536834634,"Experience history, witness breathtaking natural wonders, and connect with people from different cultures in VR.",Gemma-7B,4,112,3,92,3,0,14,15,7.6,1,15,3,13,1,1,15,13.95,11.75,16.8,18.84,14,0,12.5
536834634,"Step into the future with virtual reality, where possibilities are limitless.",Gemma-7B,4,77,1,64,2,0,10,11,7.67,1,11,2,10,0,1,14.7,9.55,11.36,12.8,15.81,18.95,0,8.5
536834634,"Virtual reality transcends physical limitations, allowing you to reach new heights and depths.",Gemma-7B,4,94,1,79,2,0,12,13,7.67,1,13,2,12,0,1,13.1,24.44,14,14.8,17.5,20.58,0,11.5
536834634,"Immerse yourself in stories that unfold in real-time, where your decisions shape the narrative.",Gemma-7B,4,95,1,78,3,0,13,14,7.43,1,14,3,13,0,1,9.9,48.81,7.71,13.2,14.84,11.31,0,9
536834634,Virtual reality is a transformative experience that defies the imagination.,Gemma-7B,4,75,1,64,1,0,9,10,9.17,1,10,1,9,0,1,17.8,-14.82,13.61,14.7,18.94,24,0,9
536834634,"Create, collaborate, and discover yourself in the boundless realms of virtual reality.",Gemma-7B,4,86,1,71,3,0,11,12,7.71,1,12,3,11,0,1,13.9,17,12.13,14,16.63,14.8,0,9
536834634,Escape the mundane and enter a world of endless possibilities with virtual reality.,Gemma-7B,4,83,1,69,1,0,12,13,7.12,1,13,1,12,0,1,13.1,24.44,10.35,10.8,13.04,14.43,0,8.5
536834634,Virtual reality is an evolving technology that pushes the boundaries of human exploration.,Gemma-7B,4,90,1,76,1,0,12,13,8,1,13,1,12,0,1,14.3,15.98,14,13.3,16.17,17.51,0,10.5
536834634,"Experience art, music, and entertainment in a whole new way with virtual reality.",Gemma-7B,4,81,1,65,3,0,12,13,7.5,1,13,3,12,0,1,11.9,32.9,9.14,10.1,11.3,17.51,0,10.5
536834634,Virtual reality offers a glimpse into a future where imagination knows no bounds.,Gemma-7B,4,81,1,67,1,0,12,13,7.14,1,13,1,12,0,1,10.7,41.36,14,10.1,12.17,14.43,0,8.5
536834634,"Explore the cosmos, travel to distant planets, and search for life beyond our solar system in VR.",Gemma-7B,4,97,3,75,3,0,16,17,5.6,1,17,3,15,1,1,8.7,62.68,12.84,9.5,9.05,6.8,0,7.5
536834634,"Virtual reality is a tool for learning, discovery, and personal growth.",Gemma-7B,4,71,1,57,3,0,10,11,7,1,11,3,10,0,1,11.1,34.93,12.79,10.2,12.1,18.95,0,8.5
536834634,"Experience the thrill of adventure, solve puzzles, and overcome challenges in virtual reality.",Gemma-7B,4,94,1,78,3,0,12,13,7.67,1,13,3,12,0,1,13.1,24.44,14,14.8,17.1,14.43,0,10.5
536834634,Virtual reality is a window into a world where anything is possible.,Gemma-7B,4,68,1,55,1,0,11,12,6.6,1,12,1,11,0,1,10.3,42.38,6.86,6.9,8.92,11.47,0,8
536834634,Create memories that will last a lifetime in the immersive landscapes of virtual reality.,Gemma-7B,4,89,1,74,1,0,13,14,7.86,1,14,1,13,0,1,12.3,31.89,12.23,11.1,13.22,17.03,0,11
536834634,Virtual reality is a revolution that will shape the way we live and interact with the world.,Gemma-7B,4,92,1,74,1,0,16,17,6.57,1,17,1,16,0,1,9.9,54.22,8.19,8.1,8,16.21,0,12.5
536834634,Explore the depths of human imagination and beyond with virtual reality.,Gemma-7B,4,72,1,60,1,0,10,11,7.17,1,11,1,10,0,1,12.3,26.47,14.23,10.6,13.73,15.31,0,7.5
536834634,"Virtual reality is a gateway to parallel realities, where different versions of ourselves exist.",Gemma-7B,4,96,1,80,2,0,13,14,7.5,1,14,2,13,0,1,14.7,14.97,12.23,13.5,15.71,17.03,0,12
536834634,"Experience the future of entertainment in virtual reality, where stories come to life.",Gemma-7B,4,86,1,71,2,0,12,13,7.71,1,13,2,12,0,1,13.1,24.44,10.35,11.9,13.96,17.51,0,10.5
536834634,"Virtual reality is a tool for connecting with others, regardless of physical distance.",Gemma-7B,4,86,1,71,2,0,12,13,7.33,1,13,2,12,0,1,13.1,24.44,12.78,11.9,13.96,20.58,0,11.5
536834634,"Explore virtual museums, galleries, and historical sites from the comfort of your home.",Gemma-7B,4,87,1,71,3,0,12,13,7,1,13,3,12,0,1,10.7,41.36,11.57,12.2,13.96,14.43,0,8.5
536834634,Virtual reality is a transformative technology that has the power to change the world.,Gemma-7B,4,86,1,71,1,0,13,14,7.71,1,14,1,13,0,1,12.3,31.89,8.84,10.1,11.94,17.03,0,11
536834634,"Experience the beauty of nature in virtual reality, without leaving the comfort of your home.",Gemma-7B,4,93,1,76,2,0,14,15,6.75,1,15,2,14,0,1,12.7,30.87,8.59,10.9,11.88,14,0,10.5
536834634,"Virtual reality is a platform for creativity, innovation, and collaboration.",Gemma-7B,4,76,1,63,3,0,9,10,9.17,1,10,3,9,0,1,19,-23.28,12.03,15.1,18.36,24,0,9
536834634,"Explore the human body in virtual reality, learning about its anatomy and functions.",Gemma-7B,4,84,1,69,2,0,12,13,6.75,1,13,2,12,0,1,10.7,41.36,12.78,11.2,13.04,11.35,0,7.5
536834634,"Virtual reality is a tool for improving mental health, providing immersive therapy and relaxation experiences.",Gemma-7B,4,110,1,93,2,0,14,15,7.73,1,15,2,14,0,1,17.4,-2.98,13.85,16.2,18.49,27.33,0,15.5
536834634,"Experience the future of healthcare in virtual reality, where diagnostics and treatments become more personalized.",Gemma-7B,4,114,1,97,2,0,14,15,9.12,1,15,2,14,0,1,16.2,5.49,12.8,17.5,20,19.33,0,12.5
536834634,"Virtual reality is a window into the human mind, allowing us to explore our thoughts and memories.",Gemma-7B,4,98,1,79,2,0,16,17,6.67,1,17,2,16,0,1,12.3,37.3,10.98,9.8,9.74,16.21,0,12.5
536834634,"Create your own virtual reality experiences, tailoring them to your interests and passions.",Gemma-7B,4,91,1,76,2,0,12,13,8.14,1,13,2,12,0,1,14.3,15.98,12.78,13.7,16.17,20.58,0,11.5
